"""course code""","""course name""","""prerequisites""","""restrictions"""
"""FOOD*2150""","""Introduction to Nutritional and Food Science""","""BIOL*1080 AND CHEM*1040""","""{FOOD*2010,FOOD*3090}"""
"""FOOD*2400""","""Introduction to Food Chemistry""","""CHEM*1040""","""{FOOD*3030,FOOD*3050}"""
"""FOOD*2410""","""Introduction to Food Processing""","""CHEM*1040 AND (BIOL*1070 OR BIOL*1080 OR MICR*2420)""","""{FOOD*3140,FOOD*3160,FOOD*3170}"""
"""FOOD*2420""","""Introduction to Food Microbiology""","""BIOL*1070 OR MICR*2420""","""{FOOD*3230,FOOD*3240}"""
"""FOOD*2010""","""Principles of Food Science""","""()""","""{FOOD*2150,FOOD*3090,NUTR*2150}"""
"""FOOD*2100""","""Communication in Food Science""","""()""","""{}"""
"""FOOD*2620""","""Food Engineering Principles""","""(BIOC*2580 OR CHEM*2880) AND (MATH*1030 OR MATH*1080 OR MATH*1200)""","""{}"""
"""FOOD*3030""","""Food Chemistry I""","""BIOC*2580""","""{}"""
"""FOOD*3040""","""Food Chemistry II""","""FOOD*3030""","""{}"""
"""FOOD*3050""","""Food Chemistry I""","""BIOC*2580""","""{FOOD*2400,FOOD*3030}"""
"""FOOD*3060""","""Food Chemistry II""","""FOOD*3030 OR FOOD*3050""","""{FOOD*3040}"""
"""FOOD*3090""","""Food Science and Human Nutrition""","""AGR*1110 AND CHEM*1040 (BIOL*1050 OR BIOL*1070 OR BIOL*1080)""","""{FOOD*2010,FOOD*2150,NUTR*2150}"""
"""FOOD*3140""","""Food Processing I""","""ENGG*2660 OR FOOD*2620 AND MICR*2420""","""{FOOD*3160}"""
"""FOOD*3160""","""Food Processing I""","""ENGG*2660 OR FOOD*2620 AND MICR*2420""","""{FOOD*3140}"""
"""FOOD*3170""","""Food Processing II""","""FOOD*3140 OR FOOD*3160""","""{}"""
"""FOOD*3230""","""Food Microbiology""","""MICR*2420""","""{FOOD*2420,FOOD*3240}"""
"""FOOD*3240""","""Food Microbiology""","""MICR*2420""","""{FOOD*2420,FOOD*3230}"""
"""FOOD*3260""","""Industrial Microbiology""","""MICR*2420""","""{FOOD*3270}"""
"""FOOD*3270""","""Industrial Microbiology""","""MICR*2420""","""{FOOD*3260}"""
"""FOOD*3430""","""Introduction to Food Analysis""","""FOOD*2400""","""{FOOD*4190}"""
"""FOOD*3700""","""Sensory Evaluation of Foods""","""(FOOD*2150 OR HTM*2700) AND (STAT*2040 OR STAT*2060 OR STAT*2080)""","""{}"""
"""FOOD*4020""","""Quality Management in the Food Industry""","""FARE*3310 AND FOOD*3170""","""{}"""
"""FOOD*4070""","""Food Packaging""","""7.00 credits in science OR engineering""","""{}"""
"""FOOD*4090""","""Functional Foods and Nutraceuticals""","""NUTR*3210""","""{}"""
"""FOOD*4110""","""Meat and Poultry Processing""","""ANSC*2340 OR FOOD*3090 OR FOOD*3140 OR FOOD*3160""","""{}"""
"""FOOD*4190""","""Advanced Food Analysis""","""()""","""{}"""
"""FOOD*4220""","""Topics in Food Science""","""14.00 credits AND 1.50 credits at the 3000 level OR higher in Food Science.""","""{}"""
"""FOOD*4230""","""Research in Food Science""","""FOOD*4220""","""{}"""
"""FOOD*4260""","""Food Product Development I""","""FOOD*2100 AND FOOD*3700 AND (FOOD*3030 OR FOOD*3050) AND (FOOD*3140 OR FOOD*3160) AND (FOOD*3230 OR FOOD*3240)""","""{MGMT*4020,MGMT*4030}"""
"""FOOD*4270""","""Food Product Development II""","""FOOD*4260""","""{MGMT*4020,MGMT*4030}"""
"""FOOD*4310""","""Food Safety Management Systems""","""(FOOD*2010 OR FOOD*2150) AND (FOOD*2410 OR FOOD*3140 OR FOOD*3160 OR (1 of FOOD*2420 OR FOOD*3230 OR FOOD*3240 ))""","""{}"""
"""FOOD*4400""","""Dairy Processing""","""BIOC*2580 AND MICR*2420 AND (FOOD*2150 OR FOOD*3090)""","""{}"""
"""FOOD*4520""","""Utilization of Cereal Grains for Human Food""","""BIOC*2580 AND (BIOL*1050 OR BIOL*1070 OR BIOL*1080 OR (1 of AGR*2470 OR FOOD*2150 OR FOOD*3090 OR NUTR*3210))""","""{}"""
"""FARE*1400""","""Economics of the Agri-Food System""","""()""","""{}"""
"""FARE*2410""","""Agri-food Markets and Policy""","""FARE*1040 OR FARE*1400""","""{}"""
"""FARE*2700""","""Survey of Natural Resource Economics""","""ECON*1050 OR FARE*1040 OR FARE*1400""","""{}"""
"""FARE*3000""","""International Food Sector and Policy Analysis""","""9.50 credits AND (ECON*1050 OR FARE*1040 OR FARE*1400 OR (1 of ECON*2740 OR STAT*2040 OR STAT*2060))""","""{}"""
"""FARE*1040""","""Introduction to Environmental Economics, Law and Policy""","""()""","""{ECON*1050}"""
"""FARE*1300""","""Poverty, Food and Hunger""","""()""","""{}"""
"""FARE*3030""","""The Firm and Markets""","""ECON*2310 AND ECON*2770 AND ECON*3740""","""{}"""
"""FARE*3170""","""Cost-Benefit Analysis""","""ECON*2100 OR ECON*2310 OR ECON*2650 OR FARE*2700""","""{}"""
"""FARE*3250""","""Food Security, Nutrition and International Development""","""ECON*1050 OR FARE*1040 OR FARE*1300 OR IDEV*2200""","""{}"""
"""FARE*3310""","""Operations Management""","""(ACCT*1220 OR ACCT*2220) AND (ECON*2740 OR PSYC*1010 OR STAT*2040 OR STAT*2060 OR STAT*2080 OR STAT*2120)""","""{HTM*3120}"""
"""FARE*3320""","""Supply and Value Chain Management""","""FARE*3310""","""{}"""
"""FARE*4000""","""Agricultural and Food Policy""","""15.00 credits AND ECON*2310""","""{}"""
"""FARE*4220""","""Advanced Agribusiness Management""","""FARE*2410 OR BUS*3320 OR ECON*2770 OR MGMT*3320""","""{}"""
"""FARE*4240""","""Futures and Options Markets""","""10.00 credits AND [((ECON*2560 OR FIN*2000) OR ECON*3560 OR FARE*2410 OR MGMT*3320])""","""{}"""
"""FARE*4290""","""Land Economics""","""(FARE*2700 AND OR ECON*2310) 0.50 credits at the 3000 OR 4000 level in FARE OR ECON""","""{}"""
"""FARE*4310""","""Resource Economics""","""(FARE*2700 OR ECON*2310 OR ECON*2100 OR 0.50 credits at the 3000 OR 4000 level in FARE OR ECON)""","""{}"""
"""FARE*4330""","""Advanced Operations Management In the Agri-Food Sector""","""FARE*3310""","""{}"""
"""FARE*4360""","""Marketing Research""","""ECON*2740 OR PSYC*1010 OR STAT*2040 OR STAT*2050 OR STAT*2060 OR STAT*2080""","""{}"""
"""FARE*4370""","""Food & Agri Marketing Management""","""10.00 credits AND (ACCT*2230 OR MCS*2600)""","""{}"""
"""FARE*4380""","""Agri-Food Retailing, Merchandising and Sales""","""FARE*3310 AND FARE*4370""","""{MCS*4060}"""
"""FARE*4500""","""Decision Science""","""ECON*2770""","""{}"""
"""FARE*4550""","""Independent Studies I""","""10.00 credits AND (FARE*2410 OR FARE*2700)""","""{}"""
"""FARE*4560""","""Independent Studies II""","""10.00 credits AND (FARE*2410 OR FARE*2700)""","""{}"""
"""FREN*1200""","""French Language I""","""(FREN*1150 OR Grade 12U French OR permission of the School of Languages and Literatures)""","""{}"""
"""FREN*1300""","""French Language II""","""FREN*1200 OR equivalent AND such as grade 12 French Immersion""","""{FREN*2030}"""
"""FREN*2020""","""France: Literature and Society""","""FREN*1300 OR FREN*2030""","""{}"""
"""FREN*2060""","""Quebec: Literature and Society""","""FREN*1300 OR FREN*2030""","""{}"""
"""FREN*2500""","""French Translation I""","""FREN*1300 OR FREN*2030""","""{}"""
"""FREN*1010""","""Independent French Study""","""()""","""{}"""
"""FREN*1100""","""Basic French I""","""()""","""{FREN*1100}"""
"""FREN*1150""","""Basic French II""","""()""","""{FREN*1150}"""
"""FREN*2520""","""French Composition I""","""FREN*1300 OR FREN*2030""","""{}"""
"""FREN*2550""","""Oral French in Canada and France""","""FREN*1300 OR FREN*2030""","""{FREN*2540}"""
"""FREN*3030""","""Good and Evil""","""FREN*2020 AND FREN*2060 AND FREN*2520""","""{}"""
"""FREN*3090""","""Classics of French Literature""","""FREN*2020 AND FREN*2060 AND FREN*2520""","""{}"""
"""FREN*3110""","""Storytelling in the Francophone World""","""FREN*2020 AND FREN*2060 AND FREN*2520""","""{}"""
"""FREN*3130""","""Representing the Self""","""FREN*2020 AND FREN*2060 AND FREN*2520""","""{}"""
"""FREN*3140""","""Women in Literature, Art and Film""","""FREN*2020 AND FREN*2060 AND FREN*2520""","""{}"""
"""FREN*3160""","""Songs, Lyrics and Poetry in French""","""FREN*2020 AND FREN*2060 AND FREN*2520""","""{}"""
"""FREN*3170""","""Fictions of Childhood""","""FREN*2020 AND FREN*2060 AND FREN*2520""","""{}"""
"""FREN*3260""","""Travels in Francophone Cultural Landscapes""","""FREN*2020 AND FREN*2060 AND FREN*2520""","""{}"""
"""FREN*3500""","""French Translation II""","""FREN*2500""","""{}"""
"""FREN*3520""","""French Composition II""","""FREN*2020 AND FREN*2060 AND FREN*2520""","""{}"""
"""FREN*3700""","""Experiential Learning and Language""","""10.00 credits AND 1.50 credits in French Studies.""","""{}"""
"""FREN*4010""","""The Art of Adaptation""","""1.00 credits at the 3000-level in French.""","""{}"""
"""FREN*4020""","""Contemporary Francophone Theatre""","""1.00 credits at the 3000-level in French.""","""{FREN*3120}"""
"""FREN*4290""","""Post-Colonial Francophone Fiction""","""1.00 credits at the 3000-level in French.""","""{}"""
"""FREN*4600""","""Honours Seminar in French Studies""","""1.00 credits at the 3000-level in French.""","""{}"""
"""FREN*4660""","""Honours Seminar in French Studies""","""1.00 credits at the 3000-level in French.""","""{}"""
"""FREN*4740""","""Research Paper in French Studies I""","""1.00 credits at the 3000-level in French.""","""{}"""
"""FREN*4770""","""Research Paper in French Studies II""","""FREN*4740""","""{}"""
"""GEOG*2000""","""Geomorphology""","""ENGG*1100 OR ENVS*1050 OR ENVS*1060 OR GEOG*1300 OR GEOG*1350 OR GEOL*1050 OR GEOL*1100""","""{}"""
"""GEOG*2030""","""Environment, Justice and Society""","""4.00 credits AND GEOG*1220 is recommended""","""{}"""
"""GEOG*2110""","""Climate and the Biophysical Environment""","""GEOG*1300 OR GEOG*1350""","""{}"""
"""GEOG*2210""","""Environment and Resources""","""GEOG*1220 is recommended""","""{}"""
"""GEOG*2230""","""Commodity Chains and Cultures of Consumption""","""GEOG*1200 OR GEOG*1220""","""{}"""
"""GEOG*1200""","""Society and Space""","""()""","""{}"""
"""GEOG*1220""","""Human Impact on the Environment""","""()""","""{}"""
"""GEOG*1300""","""Introduction to the Biophysical Environment""","""()""","""{}"""
"""GEOG*1350""","""Earth: Hazards and Global Change""","""()""","""{}"""
"""GEOG*2260""","""Applied Human Geography""","""GEOG*1200 OR ANTH*1150 and GEOG*1220""","""{}"""
"""GEOG*2420""","""The Earth From Space""","""0.50 credits in Geography""","""{}"""
"""GEOG*2460""","""Analysis in Geography""","""0.50 credits at the 1000 level in Geography""","""{}"""
"""GEOG*2480""","""Mapping and GIS""","""5.00 credits""","""{}"""
"""GEOG*2510""","""Considering Canada: a Regional Approach A Regional Synthesis""","""()""","""{}"""
"""GEOG*3000""","""Fluvial Processes""","""GEOG*2000 AND (GEOG*2460 OR STAT*2040 OR STAT*2120 OR STAT*2230)""","""{}"""
"""GEOG*3020""","""Global Environmental Change""","""7.50 credits""","""{}"""
"""GEOG*3030""","""Media, Digital Technology and Environment""","""GEOG*2030""","""{}"""
"""GEOG*3050""","""Development and the City""","""GEOG*2030 OR IDEV*2400""","""{}"""
"""GEOG*3090""","""Gender and Environment""","""7.50 credits""","""{}"""
"""GEOG*3110""","""Biogeography""","""(GEOG*2460 OR STAT*2040 OR STAT*2230 OR (1 of BIOL*2060 OR ENVS*2030 OR GEOG*2110))""","""{}"""
"""GEOG*3210""","""Indigenous-Settler Relationships in Environmental Governance""","""GEOG*2030 OR GEOG*2210 OR SOC*2280""","""{}"""
"""GEOG*3320""","""Food Systems: Issues in Security and Sustainability""","""7.50 credits""","""{}"""
"""GEOG*3420""","""Remote Sensing of the Environment""","""10.00 credits AND GEOG*2420""","""{}"""
"""GEOG*3430""","""Geomatics for Environmental Analysis""","""GEOG*2420 OR GEOG*2480""","""{}"""
"""GEOG*3440""","""GIS for Decision-Making""","""GEOG*2480""","""{}"""
"""GEOG*3480""","""GIS and Spatial Analysis""","""10.00 credits AND including GEOG*2480""","""{}"""
"""GEOG*3490""","""Tourism and Sustainability""","""7.50 credits""","""{}"""
"""GEOG*3600""","""Geography of a Selected Region""","""7.50 credits""","""{}"""
"""GEOG*3610""","""Environmental Hydrology""","""7.50 credits AND including (GEOG*2000 OR GEOG*2110) AND (GEOG*2460 OR STAT*2040 OR STAT*2230)""","""{}"""
"""GEOG*4110""","""Environmental Systems Analysis""","""GEOG*3110 OR GEOG*3610""","""{}"""
"""GEOG*4150""","""Catchment Processes""","""GEOG*3000""","""{}"""
"""GEOG*4200""","""Social Life of Cities""","""GEOG*2260 AND GEOG*3050 recommended""","""{GEOG*3400}"""
"""GEOG*4210""","""Environmental Governance""","""GEOG*3210""","""{}"""
"""GEOG*4220""","""Local Environmental Management""","""GEOG*3210""","""{}"""
"""GEOG*4230""","""Environmental Impact Assessment""","""GEOG*3210""","""{}"""
"""GEOG*4390""","""Seminar in Rural Geography""","""GEOG*2260 AND GEOG*3320""","""{}"""
"""GEOG*4480""","""Applied Geomatics""","""GEOG*3480""","""{}"""
"""GEOG*4690""","""Geography Field Course""","""12.50 credits""","""{}"""
"""GEOG*4880""","""Contemporary Geographic Thought""","""()""","""{}"""
"""GEOG*4990""","""Independent Study in Geography""","""()""","""{}"""
"""GERM*1110""","""Introductory German II""","""GERM*1100""","""{}"""
"""GERM*2010""","""Intermediate Language Practice""","""()""","""{GERM*2500}"""
"""GERM*2490""","""Intermediate German""","""12U German OR GERM*1110""","""{}"""
"""GERM*3000""","""Narratives of Migration""","""GERM*2010 OR 2.50 credits in German""","""{}"""
"""GERM*3020""","""Myth and Fairy Tales in Germany""","""GERM*2010 OR 2.50 credits in German""","""{GERM*3440,HUMN*3440}"""
"""GERM*1100""","""Introductory German I""","""()""","""{}"""
"""GERM*3150""","""Interactive German Language and Culture""","""GERM*2010 OR 2.50 credits in GERM""","""{GERM*3510,GERM*3540}"""
"""GERM*3470""","""Holocaust & WWII in German Literature and Film""","""GERM*2010 OR 2.50 credits in GERM""","""{}"""
"""GERM*3600""","""Directed Readings in German Studies""","""()""","""{}"""
"""GERM*3700""","""Experiential Learning and Language""","""10.00 credits AND 1.50 credits in German.""","""{}"""
"""GERM*4940""","""Research Paper in German Studies""","""()""","""{}"""
"""GREK*1100""","""Preliminary Greek I""","""()""","""{}"""
"""GREK*1110""","""Preliminary Greek II""","""GREK*1100 OR 4U Greek""","""{}"""
"""GREK*2020""","""Greek Language and Culture""","""GREK*1110""","""{}"""
"""HIST*1010""","""Early Modern Europe""","""()""","""{}"""
"""HIST*1050""","""Invitation to History""","""()""","""{}"""
"""HIST*1150""","""The Modern World""","""()""","""{}"""
"""HIST*1250""","""Science and Technology in a Global Context""","""()""","""{ASCI*1000}"""
"""HIST*2000""","""The British Isles, 1066-1603""","""2.00 credits""","""{}"""
"""HIST*2020""","""Film as History""","""2.00 credits""","""{}"""
"""HIST*2040""","""War and Society""","""2.00 credits""","""{}"""
"""HIST*2070""","""World Religions""","""2.00 credits""","""{}"""
"""HIST*2090""","""Indigenous Peoples of the Americas""","""2.00 credits""","""{}"""
"""HIST*2100""","""Histories of Canada to 1867""","""2.00 credits""","""{}"""
"""HIST*2120""","""Animals and Society""","""2.00 credits""","""{}"""
"""HIST*2130""","""Modern Sport - A Global History""","""2.00 credits""","""{}"""
"""HIST*2160""","""9/11 in Historical Perspective""","""2.00 credits""","""{}"""
"""HIST*2170""","""Context. COVID-19 in History""","""()""","""{}"""
"""HIST*2180""","""Introduction to African History""","""2.00 credits""","""{}"""
"""HIST*2190""","""Celtic Ireland and Britain in the Early Middle Ages""","""2.00 credits""","""{}"""
"""HIST*2200""","""The Middle Ages""","""2.00 credits""","""{}"""
"""HIST*2220""","""Buying and Selling: Consumer Cultures""","""2.00 credits""","""{}"""
"""HIST*2240""","""Women, War and Nation""","""2.00 credits""","""{}"""
"""HIST*2250""","""Environment and History""","""2.00 credits""","""{}"""
"""HIST*2260""","""Religion and Society""","""2.00 credits""","""{}"""
"""HIST*2280""","""Hockey in Canadian History""","""2.00 credits""","""{}"""
"""HIST*2300""","""The United States Since 1776""","""2.00 credits""","""{HIST*2150,HIST*2650}"""
"""HIST*2340""","""Slavery and Migrations in the Atlantic World, 1500-1850""","""2.00 credits""","""{}"""
"""HIST*2450""","""The Practising Historian""","""2.00 credits AND including 0.50 credits in History at the 1000 level""","""{}"""
"""HIST*2500""","""Britain Since 1603""","""2.00 credits""","""{}"""
"""HIST*2510""","""Modern Europe Since 1789""","""2.00 credits""","""{}"""
"""HIST*2600""","""Histories of Canada Since 1867""","""2.00 credits""","""{}"""
"""HIST*2820""","""Modern France Since 1750""","""2.00 credits""","""{}"""
"""HIST*2850""","""Ancient Greece and Rome""","""2.00 credits""","""{}"""
"""HIST*2890""","""Early Islamic World""","""2.00 credits""","""{}"""
"""HIST*2910""","""Modern Asia""","""2.00 credits""","""{}"""
"""HIST*2920""","""Republican Latin America""","""2.00 credits""","""{}"""
"""HIST*2930""","""Women and Cultural Change""","""2.00 credits""","""{}"""
"""HIST*3020""","""Sexuality and Gender in History""","""7.50 credits AND 0.50 credits in History AND (0.50 credits in History OR PHIL*2060 OR POLS*2150 OR SOAN*2400 OR WMST*1000 OR WMST*2000)""","""{}"""
"""HIST*3070""","""Modern India""","""7.50 credits""","""{}"""
"""HIST*3080""","""United States in the World""","""7.50 credits""","""{}"""
"""HIST*3130""","""Popular Culture and Punishment, 1700-1900""","""7.50 credits AND (HIST*1010 OR SOC*1500)""","""{}"""
"""HIST*3140""","""Witch-hunts and Popular Culture""","""7.50 credits""","""{}"""
"""HIST*3150""","""History and Culture of Mexico""","""7.50 credits""","""{}"""
"""HIST*3160""","""Canada: Political & Policy History""","""7.50 credits""","""{}"""
"""HIST*3180""","""Canada Since 1945""","""7.50 credits""","""{}"""
"""HIST*3200""","""Youth in History""","""7.50 credits""","""{}"""
"""HIST*3230""","""Spain and Portugal, 1085 to 1668""","""7.50 credits""","""{}"""
"""HIST*3240""","""Food History""","""7.50 credits""","""{}"""
"""HIST*3260""","""Cinema and the Moving Image""","""7.50 credits""","""{}"""
"""HIST*3270""","""Revolution in the Modern World""","""7.50 credits""","""{}"""
"""HIST*3310""","""Disease and History""","""7.50 credits""","""{}"""
"""HIST*3320""","""Modern China""","""7.50 credits""","""{}"""
"""HIST*3330""","""The Scottish Diaspora""","""7.50 credits""","""{}"""
"""HIST*3350""","""Modern Germany""","""7.50 credits""","""{HIST*2830}"""
"""HIST*3360""","""History and Culture of Brazil""","""7.50 credits""","""{}"""
"""HIST*3370""","""Canada and the First World War""","""7.50 credits""","""{}"""
"""HIST*3380""","""British Imperialism in Asia and Africa""","""7.50 credits""","""{}"""
"""HIST*3390""","""Governments and Indigenous Spaces""","""7.50 credits AND (1.00 credits in History OR IDEV*2400)""","""{}"""
"""HIST*3440""","""The Global Sixties""","""7.50 credits""","""{}"""
"""HIST*3450""","""Public History and Society""","""7.50 credits AND HIST*2450""","""{}"""
"""HIST*3460""","""Natural Disasters in Global History""","""7.50 credits""","""{HIST*3430}"""
"""HIST*3470""","""Independent Reading""","""7.50 credits""","""{}"""
"""HIST*3480""","""Workplace Learning""","""7.50 credits AND 1.50 History credits""","""{}"""
"""HIST*3490""","""Canada and the Second World War""","""7.50 credits""","""{}"""
"""HIST*3520""","""The Vikings: Early Medieval Encounters""","""7.50 credits AND (HIST*2000 OR HIST*2200)""","""{}"""
"""HIST*3560""","""Experiential Learning for History Students""","""7.50 credits""","""{}"""
"""HIST*3570""","""Women in Modern Europe""","""7.50 credits AND (HIST*2500 OR HIST*2510 OR HIST*2800 OR HIST*2930)""","""{}"""
"""HIST*3580""","""Women's History in Asia""","""7.50 credits AND (HIST*1150 OR HIST*2240 OR HIST*2890 OR HIST*2910 OR HIST*2930)""","""{}"""
"""HIST*3590""","""Ancient and Medieval India""","""7.50 credits""","""{}"""
